法人番号,法人名,郵便番号,本社所在地,資本金,従業員数,設立年月日,創業年,最終更新日
3011001092519,ワンダートランスポートテクノロジーズ株式会社,1500043.0,東京都渋谷区道玄坂２丁目１１番１号,,3.0,2012-11-19,,2025-01-27 00:00:00+09:00
6010401102891,株式会社Ｐｏｉｎｔ　Ｗｏｒｌｄ,1200023.0,東京都足立区千住曙町５番１１号,,50.0,2012-11-19,,2024-04-15 00:00:00+09:00
7010001150407,ジェイズ・テクノロジー株式会社,1040033.0,東京都中央区新川１丁目１６番３号,,180.0,2012-11-21,,2023-01-27 00:00:00+09:00
8011801026902,株式会社東建産業,1210836.0,東京都足立区入谷５丁目２番３０号森田ビル１階,,,2012-11-21,,2019-06-27 00:00:00+09:00
7010001150464,株式会社アンヴィル,1020073.0,東京都千代田区九段北１丁目３番１号ＶＯＲＴ九段下９Ｆ,,30.0,2012-11-27,2012.0,2018-04-26 00:00:00+09:00
8013301033040,株式会社旅屋,1690075.0,東京都新宿区高田馬場２丁目１４番２号,,,2012-11-27,,2016-01-26 00:00:00+09:00
8013401006929,株式会社情報試作室,2060025.0,東京都多摩市永山１丁目１１番地の４ライオンズヒルズ多摩永山壱番館５０１号室,,,2012-11-27,,2015-10-30 00:00:00+09:00
8011301019084,株式会社デジタリフト,1500001.0,東京都渋谷区神宮前６丁目１７番１１号,138590000.0,68.0,2012-11-27,,2024-03-29 00:00:00+09:00
7012401023588,株式会社双葉苑,1840012.0,東京都小金井市中町３丁目２２番２２号,,19.0,2012-12-03,,2019-01-28 00:00:00+09:00
5010001150573,ＡｓｉａｎＳｔｒｅａｍ株式会社,1070052.0,東京都港区赤坂２丁目６番２４号,,49.0,2012-12-03,,2019-04-02 00:00:00+09:00
8011603001228,ティーシーエム合同会社,1840014.0,東京都小金井市貫井南町４丁目１１番３４号２０３,,,2012-12-03,,2017-10-23 00:00:00+09:00
3430001062811,アクシスイノベーション株式会社,1000011.0,東京都千代田区内幸町２丁目１番１号,,30.0,2012-12-03,,2022-06-14 00:00:00+09:00
1011601018032,イースリー・テクノロジー株式会社,1770051.0,東京都練馬区関町北２丁目２８番３号,,,2012-12-03,,2015-10-28 00:00:00+09:00
1010601043676,ストラテジックパートナーズ株式会社,1080075.0,東京都港区港南１丁目８番１５号,,,2012-12-03,,2023-04-13 00:00:00+09:00
3011001092758,株式会社キッチハイク,1100015.0,東京都台東区東上野４丁目１３−９ＲＯＵＴＥ８９ＢＬＤＧ．,,,2012-12-06,,2018-04-13 00:00:00+09:00
8013301033098,株式会社ＯＫＡＮ,1710021.0,東京都豊島区西池袋２丁目４１番８号ＩＯＢビル６階,,102.0,2012-12-10,,2022-05-02 00:00:00+09:00
2011801026981,株式会社セイコーファシリティズ,1160013.0,東京都荒川区西日暮里５丁目２３番３号冠第２ビル５Ｆ,,,2012-12-11,,2018-12-27 00:00:00+09:00
6010001150705,ＷＤＢ工学株式会社,1000005.0,東京都千代田区丸の内２丁目３番２号,,,2012-12-12,,2018-07-18 00:00:00+09:00
1010401103267,株式会社キネッソジャパン,1070062.0,東京都港区南青山１丁目１番１号新青山ビルヂング,,,2012-12-12,,2023-10-25 00:00:00+09:00
3010401103249,株式会社Ｗｉｌｌ　Ｓｍａｒｔ,1350047.0,東京都江東区富岡２丁目１１番６号,630533000.0,,2012-12-12,,2022-08-25 00:00:00+09:00
1010403010148,Ｎｕｔａｎｉｘ　Ｊａｐａｎ合同会社,1000005.0,東京都千代田区丸の内１丁目４番１号丸の内永楽ビルディング１５階,,,2012-12-19,,2022-12-21 00:00:00+09:00
2010903001934,ＴｏｋｙｏＤｅｘ株式会社,1560041.0,東京都世田谷区大原１丁目２４番１６号,,,2012-12-21,,2024-10-21 00:00:00+09:00
1010001150882,株式会社クリエイティブアローズ,1030005.0,東京都中央区日本橋久松町１０番６号２階,,,2012-12-21,,2024-04-24 00:00:00+09:00
2013401006950,株式会社デルタトライブ,2060001.0,東京都多摩市和田１０７０番地,,,2012-12-25,,2015-10-30 00:00:00+09:00
3010501034757,アルバプレヴェール株式会社,1110041.0,東京都台東区元浅草２丁目１１番６−７０６号,,,2012-12-25,,2015-10-28 00:00:00+09:00
5010001150895,株式会社ファーストブリッジ,1050001.0,東京都港区虎ノ門２丁目９番１号虎ノ門ヒルズ江戸見坂テラス１１階,,,2012-12-25,,2023-11-17 00:00:00+09:00
4010001150896,株式会社プロデューサー・ハウス,1500043.0,東京都渋谷区道玄坂２丁目１６番８号ビジネスヴィップ渋谷・道玄坂坂本ビル地上７階Ｂ室,,,2012-12-25,,2021-03-17 00:00:00+09:00
2010001150907,ＮＪテクノロジー株式会社,1020074.0,東京都千代田区九段南２丁目３番１号,,,2012-12-25,,2025-01-22 00:00:00+09:00
4010001150970,フィーネ製薬株式会社,1700002.0,東京都豊島区巣鴨１丁目３４番７号,,,2012-12-27,,2023-10-19 00:00:00+09:00
4010901031626,株式会社建物サポートサービス,1570065.0,東京都世田谷区上祖師谷６丁目１５番９号,,,2013-01-04,,2018-05-23 00:00:00+09:00
1010401103556,株式会社ＤＩＧＩＴＡＬ　ＯＮＥ,1070062.0,東京都港区南青山２丁目１３番１１号マストライフ南青山ビル３Ｆ,,,2013-01-04,,2025-02-26 00:00:00+09:00
8010001151008,株式会社タイムレス,1030001.0,東京都中央区日本橋小伝馬町４番１号井門小伝馬町ビル２階,,20.0,2013-01-04,2013.0,2019-01-15 00:00:00+09:00
9010001151056,クラウンエイジェンツ・ジャパン株式会社,1020093.0,東京都千代田区平河町２丁目７番５号,,18.0,2013-01-07,,2025-06-04 00:00:00+09:00
5010401103585,株式会社テレマーケティングフォース,1050001.0,東京都港区虎ノ門５丁目１２番１号虎ノ門ワイコービル４階,,,2013-01-07,,2018-04-26 00:00:00+09:00
7010401103609,ガデリウス・エンジニアリング株式会社,1070052.0,東京都港区赤坂７丁目１番１号,,,2013-01-07,,2020-05-12 00:00:00+09:00
6010001151059,日賑グローバル株式会社,1500012.0,東京都渋谷区広尾２丁目１番１５号,,,2013-01-07,,2015-10-26 00:00:00+09:00
7012401023695,Ｄ−パワーシステムズ株式会社,1830013.0,東京都府中市小柳町１丁目２０番地の１,,,2013-01-08,,2022-05-30 00:00:00+09:00
8040001079758,株式会社エンカレッジジャパン,1050022.0,東京都港区海岸１丁目２番２０号汐留ビルディング,,,2013-01-09,,2015-10-26 00:00:00+09:00
8011301019191,株式会社ＰＫウェーブ,1670021.0,東京都杉並区井草５丁目１９番７号,,,2013-01-10,,2015-10-28 00:00:00+09:00
1010001151121,ブライエッジ株式会社,1010054.0,東京都千代田区神田錦町２丁目２−１ＫＡＮＤＡＳＱＵＡＲＥ１０Ｆ,,,2013-01-10,,2022-11-28 00:00:00+09:00
7020001098983,オチュア株式会社,1010021.0,東京都千代田区外神田２丁目１番４−３０４号,,,2013-01-15,,2022-11-25 00:00:00+09:00
9011001093247,株式会社アクセライズ・サイト,1010052.0,東京都千代田区神田小川町１丁目５番地１,,,2013-01-17,,2023-08-03 00:00:00+09:00
4010401103792,ベーシックビルド株式会社,1050004.0,東京都港区新橋２丁目２０番１５号新橋駅前ビル１号館４０２Ｂ,,,2013-01-17,,2015-10-26 00:00:00+09:00
6011001093233,株式会社デルフィーノケア,1530061.0,東京都目黒区中目黒２丁目６番２４号,,10.0,2013-01-17,,2019-03-04 00:00:00+09:00
8012301009091,ギガファーム株式会社,1940037.0,東京都町田市木曽西３丁目２１番地８,,,2013-01-18,,2022-08-09 00:00:00+09:00
5010001151332,株式会社エバーセンス,1050021.0,東京都港区東新橋１丁目５−２汐留シティセンター,,43.0,2013-01-23,,2024-11-18 00:00:00+09:00
2011001093311,株式会社ＳｍａｒｔＨＲ,1060032.0,東京都港区六本木３丁目２−１住友不動産六本木グランドタワー,,644.0,2013-01-23,,2021-01-19 00:00:00+09:00
8013301033288,株式会社アーラリンク,1700013.0,東京都豊島区東池袋３丁目２１番１４号,,,2013-01-24,,2025-03-11 00:00:00+09:00
3430001063165,株式会社キャリアプラス,1600022.0,東京都新宿区新宿４丁目３番１７号,,,2013-01-25,,2020-07-27 00:00:00+09:00
6010401103907,バレットグループ株式会社,1510051.0,東京都渋谷区千駄ヶ谷５丁目２７−５,,178.0,2013-01-28,,2024-03-08 00:00:00+09:00
5020001099190,株式会社アイスタンダード,1410031.0,東京都品川区西五反田２丁目２７−３Ａ−ＰＬＡＣＥ五反田８Ｆ,,50.0,2013-01-29,,2025-05-13 00:00:00+09:00
9010401103929,株式会社Ｆｉｅｄ,1040061.0,東京都中央区銀座１丁目１６−７大栄ビル５階,,,2013-01-29,,2024-05-02 00:00:00+09:00
7010401103930,旭シンクロテック株式会社,1080075.0,東京都港区港南２丁目１３番３４号,,238.0,2013-01-29,,2018-04-17 00:00:00+09:00
5010401104006,株式会社Ｄ２ＣＲ,1050021.0,東京都港区東新橋１丁目９番１号,,143.0,2013-02-01,,2021-08-11 00:00:00+09:00
6011001093472,ＳＨＩＮＫＡ株式会社,1500011.0,東京都渋谷区東１丁目２６番３０号,,,2013-02-01,,2017-09-11 00:00:00+09:00
8012701011894,株式会社リンクスケア,2020001.0,東京都西東京市ひばりが丘１丁目４番２８号,,,2013-02-04,,2019-01-28 00:00:00+09:00
2011101065747,株式会社オリックコーポレーション,1690074.0,東京都新宿区北新宿４丁目３２番１４号,,,2013-02-05,,2023-04-04 00:00:00+09:00
5011001093548,ナオ株式会社,1640011.0,東京都中野区中央５丁目４番２２号ＡＲＵＪＩビル７階,,,2013-02-06,,2025-01-15 00:00:00+09:00
5010001151605,株式会社イノベックス,1040044.0,東京都中央区明石町８番１号,,459.0,2013-02-06,,2020-06-12 00:00:00+09:00
5010001151646,株式会社パソナライフケア,1070062.0,東京都港区南青山３丁目１番３０号,,130.0,2013-02-08,,2022-09-07 00:00:00+09:00
9011301019265,株式会社ＬＧブレイクスルー,1020082.0,東京都千代田区一番町１０番地８一番町ウェストビル５階,,,2013-02-12,,2024-10-02 00:00:00+09:00
1010801023338,大田ゲートウェイ株式会社,1430015.0,東京都大田区大森西２丁目１７番１４号,,,2013-02-12,,2015-10-28 00:00:00+09:00
8011001093628,株式会社スターネクスト,1790081.0,東京都練馬区北町１丁目２番３号,,9.0,2013-02-14,,2020-07-09 00:00:00+09:00
4360003006070,株式会社ヒューマノーム研究所,1040045.0,東京都中央区築地２丁目４−１０,,16.0,2013-02-14,,2025-05-26 00:00:00+09:00
4011101065844,株式会社カエルパンダ,1760012.0,東京都練馬区豊玉北１丁目１０番２号ラフィーネ１０７,,,2013-02-14,,2019-01-24 00:00:00+09:00
6011101065859,株式会社イーガオ,1600022.0,東京都新宿区新宿５丁目１５番地１４号,,,2013-02-15,,2018-08-01 00:00:00+09:00
7010801023349,サイスガジェット株式会社,1430016.0,東京都大田区大森北３丁目３１番１１号,,,2013-02-18,,2023-07-11 00:00:00+09:00
1011301019289,ＡＲＣＨＩＰＥＬＡＧＯ株式会社,1060032.0,東京都港区六本木７丁目３番１２号,,,2013-02-20,,2024-02-01 00:00:00+09:00
8012301009141,ＧＭＯサイバーセキュリティｂｙイエラエ株式会社,1500031.0,東京都渋谷区桜丘町２６番１号,,230.0,2013-02-22,,2024-04-04 00:00:00+09:00
8010401104424,株式会社イームインターナショナル,1070062.0,東京都港区南青山２丁目４番１５号,,,2013-02-27,,2020-12-01 00:00:00+09:00
6013301033447,株式会社デジックデザイン,1710033.0,東京都豊島区高田３丁目１８番１４号,,,2013-03-01,,2018-04-13 00:00:00+09:00
4010601044077,株式会社Ｓｕｎ　Ａｓｔｅｒｉｓｋ,1000004.0,東京都千代田区大手町１丁目６番１号,1731000000.0,340.0,2013-03-01,,2025-01-16 00:00:00+09:00
5011701017137,伊藤テクノ株式会社,1240023.0,東京都葛飾区東新小岩５丁目２番２０号信和商会ビル１階，２階,,10.0,2013-03-04,,2021-09-14 00:00:00+09:00
6010401104590,株式会社ＴＩＴＬＥ,1080073.0,東京都港区三田４丁目１番４号城南ビルディング４Ｆ,,,2013-03-08,,2023-02-02 00:00:00+09:00
4011101066041,株式会社エモーションテック,1050003.0,東京都港区西新橋１丁目１番１号,,,2013-03-08,,2022-08-01 00:00:00+09:00
3010003018201,Ｐａｒｋ　Ｐｌａｃｅ　Ｔｅｃｈｎｏｌｏｇｉｅｓ　Ｊａｐａｎ合同会社,1400002.0,東京都品川区東品川２丁目２番４号天王洲ファーストタワー２３階,,,2013-03-08,,2023-06-01 00:00:00+09:00
9011001093981,ランプ株式会社,1510063.0,東京都渋谷区富ヶ谷２丁目２番１７号ＤＳマンション２０８,,,2013-03-11,,2020-05-18 00:00:00+09:00
5010001152198,株式会社スマ百貨,1620802.0,東京都新宿区改代町１８番地田丸屋ビレッジ地下１階２,,,2013-03-12,,2024-03-12 00:00:00+09:00
3011101066075,株式会社プランビー,1620825.0,東京都新宿区神楽坂６丁目８文悠ビル６階,,,2013-03-12,,2023-05-31 00:00:00+09:00
6011401016966,株式会社ブルーイグナイト,1740072.0,東京都板橋区南常盤台１丁目１１−６−１０１,,,2013-03-12,,2018-06-27 00:00:00+09:00
1011801027279,エスジー株式会社,1200047.0,東京都足立区宮城１丁目６番１５号,,,2013-03-13,,2015-10-28 00:00:00+09:00
2010401104685,株式会社ギフトライフ,1500031.0,東京都渋谷区桜丘町２３番３号,,,2013-03-14,,2021-11-08 00:00:00+09:00
3011001094044,株式会社プラスカラー,1500013.0,東京都渋谷区恵比寿２丁目２８番１０号ＳｈｕＢＬＤＧ２９７８,,,2013-03-15,,2023-01-05 00:00:00+09:00
1011301019347,株式会社モニクルリサーチ,1020082.0,東京都千代田区一番町２１番地,,,2013-03-15,,2024-09-19 00:00:00+09:00
1010501035022,株式会社地域ブランディング研究所,1110034.0,東京都台東区雷門２丁目２０番３号,,39.0,2013-03-15,,2025-06-23 00:00:00+09:00
3012401023914,Ｄｏｒｉｅｒ　Ｊａｐａｎ株式会社,1010047.0,東京都千代田区内神田１丁目１２番１０号,,,2013-03-15,,2018-04-26 00:00:00+09:00
8010603005065,株式会社クロスリーチ,1020073.0,東京都千代田区九段北１丁目１４番１６号ＰＩＬＥＫＵＤＡＮ４０３号,,4.0,2013-03-15,,2023-12-07 00:00:00+09:00
5010001152322,ＳＯＺＯ　ＶＥＮＴＵＲＥＳ株式会社,1000005.0,東京都千代田区丸の内１丁目５番１号,,,2013-03-18,,2019-10-25 00:00:00+09:00
2020001099953,株式会社アダム,1860003.0,東京都国立市富士見台２丁目３５番２号遠藤ビル東側１階,,,2013-03-21,,2022-11-07 00:00:00+09:00
4011001094142,株式会社ＴＨＥ　ＧＵＩＬＤ,1510053.0,東京都渋谷区代々木５丁目６６番６号,,,2013-03-22,,2023-04-07 00:00:00+09:00
1040003005306,株式会社パルフラップ,1680063.0,東京都杉並区和泉２丁目５番４４−６０５号マンション和泉苑,,,2013-03-22,,2021-01-12 00:00:00+09:00
1013303002066,株式会社シャル,1500046.0,東京都渋谷区松濤１丁目２６番７号,,,2013-03-25,,2025-03-04 00:00:00+09:00
1030001096810,ＲＵＩＹＩＮＧ　ＪＡＰＡＮ株式会社,1350023.0,東京都江東区平野３丁目２番６号木場パークビル２Ｆ,,,2013-03-25,,2020-07-31 00:00:00+09:00
7011001094180,株式会社ファンリード,1710021.0,東京都豊島区西池袋１丁目１１番１号,,,2013-03-26,,2020-04-13 00:00:00+09:00
2021001050369,株式会社大和観光バス,1940214.0,東京都町田市矢部町１２−２９,,,2013-03-27,,2022-12-22 00:00:00+09:00
3010401104882,ＮＴＴセキュリティ・ジャパン株式会社,1010021.0,東京都千代田区外神田４丁目１４番１号,,,2013-03-27,,2019-06-25 00:00:00+09:00
3013301033565,株式会社Ｒｉｄｉｌｏｖｅｒ,1130033.0,東京都文京区本郷３丁目９番１号井口ビル２階,,31.0,2013-03-28,,2018-05-17 00:00:00+09:00
1010001152581,カワダロボティクス株式会社,1110036.0,東京都台東区松が谷１丁目３番５号,,,2013-04-01,,2018-07-20 00:00:00+09:00
7010401105002,株式会社Ｗａｒｉｓ,1010045.0,東京都千代田区神田鍛冶町３丁目７神田カドウチ８階,,,2013-04-01,,2019-05-27 00:00:00+09:00
8010401104993,株式会社フーディソン,1040054.0,東京都中央区勝どき３丁目３−７,877662000.0,135.0,2013-04-01,,2018-06-15 00:00:00+09:00
